ticker,company_name,year,market_cap,category,sector,industry,price,ret_1d,low_52w,high_52w,from_low_pct,from_high_pct,sma_20d,sma_50d,sma_200d,ret_3d,ret_7d,ret_30d,ret_3m,ret_6m,ret_1y,ret_3y,ret_5y,volume_1d,volume_7d,volume_30d,volume_90d,volume_180d,vol_ratio_1d_90d,vol_ratio_7d_90d,vol_ratio_30d_90d,vol_ratio_1d_180d,vol_ratio_7d_180d,vol_ratio_30d_180d,vol_ratio_90d_180d,rvol,prev_close,pe,eps_current,eps_last_qtr,eps_change_pct
RPOWER,Reliance Power Ltd,1995,"₹18,148 Cr",Mid Cap,Utilities,Utilities - Independent Power Producers,₹44,0.64%,₹29,₹76,50.98%,-42.35%,₹55,₹61,₹46,0.64%,-2.43%,-32.57%,-0.45%,12.82%,45.35%,229.10%,1076.00%,7236259,24599775,15756393,85577222,64022092,-91.54%,-71.25%,-81.59%,-88.70%,-61.58%,-75.39%,33.67%,0.1,₹44,6,8,8,
512527,Super Sales India Ltd,1981,₹246 Cr,Micro Cap,Consumer Cyclical,Textile Manufacturing,₹802,-1.02%,₹735,"₹1,729",9.05%,-53.64%,₹902,₹909,"₹1,016",-1.02%,-10.53%,-12.37%,-16.64%,-9.10%,-50.83%,-4.57%,214.56%,2134,645,1126,899,1366,137.40%,-28.25%,25.27%,56.26%,-52.77%,-17.55%,-34.18%,2.4,₹810,,-3,-3,
KAYA,Kaya Ltd,2003,₹552 Cr,Small Cap,Consumer Defensive,Household & Personal Products,₹425,0.01%,₹204,₹559,108.02%,-23.92%,₹431,₹402,₹328,0.01%,-1.10%,2.51%,53.27%,69.56%,-17.95%,42.92%,79.54%,9676,12304,8205,39637,46340,-75.59%,-68.96%,-79.30%,-79.12%,-73.45%,-82.29%,-14.46%,0.2,₹425,,-25,-25,
532867,V2 Retail Ltd,2001,"₹5,956 Cr",Mid Cap,Consumer Cyclical,Apparel Retail,"₹1,735",0.47%,₹930,"₹2,095",86.58%,-17.17%,"₹1,834","₹1,850","₹1,704",0.47%,3.18%,-8.27%,-1.35%,-1.47%,82.33%,1431.51%,3116.31%,3548,4270,8091,7135,6436,-50.27%,-40.16%,13.40%,-44.87%,-33.66%,25.71%,10.86%,0.5,"₹1,727",75,23,23,
531373,Byke Hospitality Ltd,1990,₹394 Cr,Micro Cap,Consumer Cyclical,Lodging,₹75,2.91%,₹57,₹107,32.68%,-29.35%,₹78,₹82,₹80,2.91%,-0.97%,-8.00%,-20.40%,1.65%,0.93%,74.17%,394.02%,1301,1515,3178,7287,9144,-82.15%,-79.21%,-56.39%,-85.77%,-83.43%,-65.24%,-20.30%,0.2,₹73,89,1,1,
543261,Brookfield India Real Estate Trust,2020,"₹19,100 Cr",Mid Cap,Real Estate,REIT - Office,₹314,0.26%,₹255,₹322,23.16%,-2.55%,₹314,₹311,₹295,0.26%,-1.25%,2.17%,6.37%,9.55%,16.53%,-7.61%,,11476,10495,9595,9854,287387,16.46%,6.50%,-2.63%,-96.01%,-96.35%,-96.66%,-96.57%,1.2,₹313,69,5,5,
532334,HB Estate Developers Ltd,1994,₹157 Cr,Micro Cap,Consumer Cyclical,Lodging,₹71,-1.48%,₹70,₹125,1.24%,-43.43%,₹79,₹86,₹95,-1.48%,-5.87%,-18.73%,-23.91%,-33.80%,-18.58%,285.67%,911.00%,1001,1508,1795,1647,1634,-39.23%,-8.44%,8.94%,-38.73%,-7.68%,9.84%,0.83%,0.6,₹72,14,5,5,
590134,Madras Fertilizers Ltd,1966,"₹1,456 Cr",Small Cap,Basic Materials,Agricultural Inputs,₹90,0.28%,₹66,₹119,35.76%,-24.26%,₹91,₹92,₹89,0.28%,-1.99%,1.04%,-5.90%,9.91%,-15.71%,82.49%,353.70%,5235,19858,32143,34313,28769,-84.74%,-42.13%,-6.32%,-81.80%,-30.97%,11.73%,19.27%,0.2,₹90,23,4,4,
531234,Scoobee Day Garments (India) Ltd,1994,₹142 Cr,Micro Cap,Consumer Cyclical,Apparel Manufacturing,₹105,-2.46%,₹68,₹145,55.02%,-27.57%,₹108,₹107,₹106,-2.46%,-1.08%,0.67%,7.17%,-14.33%,49.67%,-24.52%,37.19%,527,651,1931,4275,3466,-87.84%,-84.99%,-55.45%,-84.90%,-81.22%,-44.29%,23.34%,0.1,₹108,,-1,-1,
512131,Signet Industries Ltd,1985,₹162 Cr,Micro Cap,Industrials,Conglomerates,₹54,-2.25%,₹39,₹89,38.97%,-38.82%,₹59,₹62,₹60,-2.25%,-8.12%,-16.28%,-2.94%,0.09%,-31.39%,25.61%,170.32%,131,1023,914,5980,5343,-97.81%,-82.89%,-84.72%,-97.55%,-80.85%,-82.90%,11.92%,0.0,₹55,10,5,5,
523676,Golkunda Diamonds And Jewellery Ltd,1990,₹125 Cr,Micro Cap,Consumer Cyclical,Luxury Goods,₹179,2.34%,₹169,₹304,6.01%,-41.10%,₹179,₹182,₹200,2.34%,2.23%,1.62%,-9.85%,-24.17%,-6.60%,83.03%,842.11%,1338,1614,2923,3351,3474,-60.07%,-51.84%,-12.76%,-61.49%,-53.54%,-15.85%,-3.54%,0.4,₹175,11,16,16,
532891,Puravankara Ltd,1986,"₹6,246 Cr",Mid Cap,Real Estate,Real Estate - Development,₹264,1.76%,₹205,₹491,28.65%,-46.26%,₹282,₹289,₹297,1.76%,-5.55%,-7.15%,7.21%,1.66%,-43.18%,161.19%,439.47%,23036,14181,19351,25759,26398,-10.57%,-44.95%,-24.88%,-12.74%,-46.28%,-26.70%,-2.42%,0.9,₹259,,-8,-8,
533274,Prestige Estates Projects Limited,1997,"₹70,416 Cr",Large Cap,Real Estate,Real Estate - Diversified,"₹1,625",-1.76%,"₹1,048","₹1,971",54.97%,-17.57%,"₹1,685","₹1,675","₹1,476",-1.76%,0.95%,-5.75%,14.51%,24.06%,-8.67%,247.81%,598.15%,6868,27935,36590,30043,28461,-77.14%,-7.02%,21.79%,-75.87%,-1.85%,28.56%,5.56%,0.2,"₹1,654",130,12,12,
539787,Healthcare Global Enterprises Ltd,1998,"₹9,345 Cr",Mid Cap,Healthcare,Medical Care Facilities,₹670,2.06%,₹349,₹674,91.98%,-0.65%,₹593,₹565,₹531,2.06%,8.98%,22.53%,10.13%,35.30%,88.73%,134.55%,421.00%,52530,10375,13473,12228,14690,329.61%,-15.15%,10.18%,257.60%,-29.37%,-8.29%,-16.76%,4.3,₹657,255,3,3,
PNCINFRA,PNC Infratech Ltd,1999,"₹7,869 Cr",Mid Cap,Industrials,Engineering & Construction,₹307,0.64%,₹240,₹520,27.81%,-41.01%,₹311,₹307,₹293,0.64%,0.66%,0.56%,15.71%,6.86%,-36.67%,18.76%,118.02%,251270,219081,446120,840889,677346,-70.12%,-73.95%,-46.95%,-62.90%,-67.66%,-34.14%,24.14%,0.3,₹305,10,32,32,
519397,Sharat Industries Ltd,1990,₹466 Cr,Micro Cap,Consumer Defensive,Farm Products,₹118,0.43%,₹41,₹120,187.80%,-1.67%,₹113,₹107,₹82,0.43%,0.64%,7.27%,24.17%,55.90%,151.12%,186.48%,562.92%,35299,47051,48619,70490,73663,-49.92%,-33.25%,-31.03%,-52.08%,-36.13%,-34.00%,-4.31%,0.5,₹118,39,3,3,
523638,IP Rings Ltd,1991,₹210 Cr,Micro Cap,Consumer Cyclical,Auto Parts,₹166,-0.48%,₹108,₹262,53.94%,-36.64%,₹167,₹153,₹160,-0.48%,-2.21%,18.75%,15.89%,9.56%,-4.04%,30.60%,265.38%,5,555,3640,2507,4536,-99.80%,-77.86%,45.17%,-99.89%,-87.76%,-19.76%,-44.73%,0.0,₹167,,-3,-3,
AJMERA,Ajmera Realty & Infra India Ltd,1985,"₹3,459 Cr",Small Cap,Real Estate,Real Estate - Development,₹881,1.27%,₹610,"₹1,225",44.45%,-28.12%,₹896,₹912,₹919,1.27%,6.33%,-1.91%,8.65%,-4.13%,26.76%,238.65%,936.49%,40395,268626,176019,125182,98219,-67.73%,114.59%,40.61%,-58.87%,173.50%,79.21%,27.45%,0.3,₹870,25,35,35,
SURYALAXMI,Surya Lakshmi Cotton Mills Ltd,1962,₹129 Cr,Micro Cap,Consumer Cyclical,Textile Manufacturing,₹69,4.11%,₹55,₹105,26.35%,-34.42%,₹71,₹72,₹73,4.11%,-0.71%,-5.40%,3.36%,-5.45%,-27.69%,9.21%,300.35%,23213,9822,12036,22725,21804,2.15%,-56.78%,-47.04%,6.46%,-54.95%,-44.80%,4.22%,1.0,₹66,36,2,2,
509220,PTL Enterprises Ltd,1959,₹529 Cr,Small Cap,Real Estate,Real Estate Services,₹40,1.52%,₹35,₹51,14.51%,-21.40%,₹40,₹42,₹41,1.52%,2.17%,-4.37%,-5.46%,3.95%,-10.33%,31.58%,87.79%,3460,10457,16490,20199,13537,-82.87%,-48.23%,-18.36%,-74.44%,-22.75%,21.81%,49.21%,0.2,₹39,13,3,3,
514030,Deepak Spinners Ltd,1982,₹103 Cr,Micro Cap,Consumer Cyclical,Textile Manufacturing,₹143,0.70%,₹121,₹225,18.13%,-36.44%,₹146,₹147,₹161,0.70%,-0.59%,-5.95%,-4.95%,-9.41%,-34.25%,-39.84%,136.17%,625,1847,2153,3942,4974,-84.14%,-53.14%,-45.37%,-87.43%,-62.87%,-56.71%,-20.75%,0.2,₹142,,-14,-14,
500104,Hindustan Petroleum Corp Ltd,1952,"₹86,805 Cr",Large Cap,Energy,Oil & Gas Refining & Marketing,₹408,-0.55%,₹288,₹457,41.91%,-10.75%,₹422,₹419,₹384,-0.55%,1.66%,-5.08%,1.38%,23.60%,9.96%,139.85%,193.41%,260028,325402,199563,193750,221686,34.21%,67.95%,3.00%,17.30%,46.79%,-9.98%,-12.60%,1.3,₹410,9,48,48,
514302,Vippy Spinpro Ltd,1992,₹104 Cr,Micro Cap,Consumer Cyclical,Textile Manufacturing,₹177,-2.16%,₹150,₹228,17.88%,-22.45%,₹178,₹178,₹181,-2.16%,0.77%,-2.13%,-2.18%,-9.16%,7.27%,22.91%,463.85%,2812,2441,1620,2129,1787,32.06%,14.61%,-23.93%,57.37%,36.58%,-9.35%,19.17%,1.3,₹181,9,20,20,
M&M,Mahindra And Mahindra Ltd,1945,"₹388,011 Cr",Mega Cap,Consumer Cyclical,Auto Manufacturers,"₹3,236",1.56%,"₹2,425","₹3,303",33.44%,-2.03%,"₹3,209","₹3,154","₹2,979",1.56%,0.74%,4.65%,2.92%,4.86%,19.06%,151.18%,426.65%,3315978,2264944,2427597,2387138,2861821,38.91%,-5.12%,1.69%,15.87%,-20.86%,-15.17%,-16.59%,1.4,"₹3,186",26,123,123,
NLCINDIA,NLC India Ltd,1956,"₹33,273 Cr",Large Cap,Utilities,Utilities - Regulated Electric,₹240,3.14%,₹186,₹297,29.01%,-19.14%,₹237,₹234,₹235,3.14%,2.59%,5.45%,2.84%,18.31%,-7.30%,222.15%,377.14%,1446007,1090505,2037459,1833368,2165496,-21.13%,-40.52%,11.13%,-33.23%,-49.64%,-5.91%,-15.34%,0.8,₹233,11,22,22,
ATL,Allcargo Terminals Ltd,2019,₹748 Cr,Small Cap,Industrials,Integrated Freight & Logistics,₹30,-1.53%,₹21,₹55,39.98%,-45.67%,₹31,₹30,₹31,-1.53%,-3.29%,-0.80%,11.66%,-1.10%,-35.39%,,,118608,128335,269698,287772,383413,-58.78%,-55.40%,-6.28%,-69.07%,-66.53%,-29.66%,-24.94%,0.4,₹30,24,1,1,
543874,Maiden Forgings Ltd,2005,₹114 Cr,Micro Cap,Industrials,Metal Fabrication,₹80,1.92%,₹51,₹98,58.28%,-18.36%,₹81,₹78,₹72,1.92%,0.20%,-2.76%,17.47%,41.24%,-11.64%,,,12000,8000,21619,24419,24756,-50.86%,-67.24%,-11.47%,-51.53%,-67.68%,-12.67%,-1.36%,0.5,₹79,19,4,4,
ISGEC,Isgec Heavy Engineering Ltd,1933,"₹7,701 Cr",Mid Cap,Industrials,Specialty Industrial Machinery,"₹1,047",-0.34%,₹842,"₹1,676",24.34%,-37.49%,"₹1,114","₹1,174","₹1,194",-0.34%,-0.83%,-11.18%,-9.74%,4.74%,-24.69%,130.55%,,17505,29056,31496,55423,124077,-68.42%,-47.57%,-43.17%,-85.89%,-76.58%,-74.62%,-55.33%,0.3,"₹1,051",23,46,46,
524582,Tirupati Starch & Chemicals Ltd,1985,₹184 Cr,Micro Cap,Consumer Defensive,Packaged Foods,₹192,3.96%,₹140,₹207,36.73%,-7.35%,₹186,₹172,₹174,3.96%,0.37%,10.78%,12.07%,4.67%,21.06%,157.49%,482.67%,332,5609,10774,5287,3968,-93.72%,6.08%,103.77%,-91.63%,41.36%,171.56%,33.26%,0.1,₹184,17,12,12,
533293,Kirloskar Oil Engines Ltd,2009,"₹12,924 Cr",Mid Cap,Industrials,Specialty Industrial Machinery,₹890,-2.33%,₹544,"₹1,405",63.56%,-36.65%,₹910,₹885,₹872,-2.19%,-2.97%,-3.39%,3.40%,13.87%,-28.34%,405.39%,733.72%,8298,104568,39195,45555,39695,-81.78%,129.54%,-13.96%,-79.10%,163.43%,-1.26%,14.76%,0.2,₹911,27,32,32,
543635,Piramal Pharma Ltd,2020,"₹25,007 Cr",Large Cap,Healthcare,Drug Manufacturers - Specialty & Generic,₹189,-0.34%,₹180,₹308,4.99%,-38.49%,₹202,₹202,₹222,-0.34%,1.69%,-8.90%,-9.21%,-7.34%,1.39%,,,99693,194931,270625,243947,302465,-59.13%,-20.09%,10.94%,-67.04%,-35.55%,-10.53%,-19.35%,0.4,₹190,262,1,1,
543248,Restaurant Brands Asia Ltd,2013,"₹4,600 Cr",Small Cap,Consumer Cyclical,Restaurants,₹79,0.89%,₹60,₹116,32.99%,-32.05%,₹82,₹81,₹78,0.89%,-1.91%,-3.32%,-4.57%,7.56%,-25.70%,-35.40%,,81170,63980,75167,121011,141818,-32.92%,-47.13%,-37.88%,-42.76%,-54.89%,-47.00%,-14.67%,0.7,₹78,,-4,-4,
NTPC,NTPC Ltd,1975,"₹329,487 Cr",Mega Cap,Utilities,Utilities - Regulated Electric,₹340,1.19%,₹293,₹448,16.17%,-24.15%,₹337,₹336,₹340,1.19%,1.95%,-0.57%,-0.53%,11.31%,-14.15%,114.27%,284.79%,7221182,10613179,8313326,13578297,13521956,-46.82%,-21.84%,-38.77%,-46.60%,-21.51%,-38.52%,0.42%,0.5,₹336,14,25,25,
530331,Premco Global Ltd,1986,₹149 Cr,Micro Cap,Consumer Cyclical,Textile Manufacturing,₹450,0.72%,₹367,₹645,22.80%,-30.22%,₹450,₹444,₹438,0.72%,-5.05%,2.30%,1.04%,3.71%,1.79%,21.88%,415.23%,23,443,900,973,1029,-97.64%,-54.48%,-7.56%,-97.76%,-56.95%,-12.57%,-5.42%,0.0,₹447,15,31,31,
526947,La Opala R G Ltd,1987,"₹2,736 Cr",Small Cap,Consumer Cyclical,"Furnishings, Fixtures & Appliances",₹246,2.14%,₹189,₹386,29.91%,-36.33%,₹267,₹261,₹267,2.14%,-10.66%,-6.66%,2.03%,-2.79%,-19.22%,-20.27%,26.18%,2492,6903,6555,6682,11299,-62.71%,3.30%,-1.90%,-77.94%,-38.91%,-41.99%,-40.86%,0.4,₹241,28,9,9,
512599,Adani Enterprises Ltd,1993,"₹264,460 Cr",Mega Cap,Energy,Thermal Coal,"₹2,291",0.34%,"₹2,027","₹3,209",13.03%,-28.60%,"₹2,469","₹2,513","₹2,428",0.34%,-1.68%,-11.32%,-9.04%,-1.34%,-25.89%,-22.99%,1068.01%,56228,119202,56142,47582,131047,18.17%,150.52%,17.99%,-57.09%,-9.04%,-57.16%,-63.69%,1.2,"₹2,283",38,61,61,
532141,Andhra Cements Ltd,1936,₹567 Cr,Small Cap,Basic Materials,Building Materials,₹62,-0.77%,₹48,₹99,27.98%,-37.69%,₹67,₹67,₹68,-0.77%,-1.41%,-8.29%,8.26%,-6.58%,-33.93%,870.91%,1071.73%,930,2581,4976,4181,6956,-77.76%,-38.28%,19.01%,-86.63%,-62.90%,-28.47%,-39.89%,0.2,₹62,,-17,-17,
526423,Kriti Industries (India) Limited,1990,₹836 Cr,Small Cap,Industrials,Building Products & Equipment,₹157,-1.97%,₹90,₹270,73.77%,-41.85%,₹166,₹159,₹140,-1.97%,-7.70%,-10.69%,31.45%,16.86%,-31.26%,119.58%,392.94%,954,969,775,3756,5976,-74.60%,-74.21%,-79.35%,-84.04%,-83.79%,-87.02%,-37.15%,0.3,₹160,,-1,-1,
522257,Rajoo Engineers Ltd,1986,"₹1,806 Cr",Small Cap,Industrials,Specialty Industrial Machinery,₹101,-0.44%,₹93,₹333,8.65%,-69.63%,₹119,₹119,₹165,-0.44%,-5.65%,-22.94%,-19.06%,-35.36%,-51.64%,772.30%,2856.14%,98530,167858,306413,242104,489145,-59.30%,-30.67%,26.56%,-79.86%,-65.68%,-37.36%,-50.50%,0.4,₹102,35,3,3,
531859,Oriental Rail Infrastructure Ltd,1991,"₹1,032 Cr",Small Cap,Industrials,Railroads,₹156,0.03%,₹137,₹369,13.88%,-57.71%,₹165,₹167,₹208,0.03%,-0.45%,-10.36%,-17.76%,-24.44%,-54.20%,39.51%,276.05%,18964,54368,37751,38803,65560,-51.13%,40.11%,-2.71%,-71.07%,-17.07%,-42.42%,-40.81%,0.5,₹156,33,5,5,
531862,Bharat Agri Fert & Realty Ltd,1985,₹190 Cr,Micro Cap,Basic Materials,Agricultural Inputs,₹36,-2.12%,₹35,₹97,2.51%,-62.98%,₹39,₹40,₹52,-2.12%,-4.64%,-6.59%,-9.46%,-39.16%,-61.29%,-13.78%,139.71%,31002,20865,31991,23423,46263,32.36%,-10.92%,36.58%,-32.99%,-54.90%,-30.85%,-49.37%,1.3,₹37,212,0,0,
SMSPHARMA,SMS Pharmaceuticals Ltd,1987,"₹2,032 Cr",Small Cap,Healthcare,Drug Manufacturers - General,₹229,-0.16%,₹176,₹398,30.22%,-42.40%,₹235,₹241,₹233,-0.16%,6.77%,-3.39%,-11.57%,14.61%,-18.33%,180.77%,141.44%,21658,86040,80908,105363,130982,-79.44%,-18.34%,-23.21%,-83.46%,-34.31%,-38.23%,-19.56%,0.2,₹230,28,8,8,
REDTAPE,RedTape,2021,"₹1,684 Cr",Small Cap,Consumer Cyclical,Footwear & Accessories,₹122,1.21%,₹120,₹245,2.08%,-50.20%,₹130,₹131,₹164,1.21%,-1.69%,-9.46%,-12.91%,-30.39%,-28.99%,,,191151,188250,486666,446504,387367,-57.19%,-57.84%,8.99%,-50.65%,-51.40%,25.63%,15.27%,0.4,₹121,40,3,3,
512068,Deccan Gold Mines Ltd,1984,"₹2,120 Cr",Small Cap,Basic Materials,Gold,₹135,-0.04%,₹85,₹171,57.68%,-21.11%,₹139,₹141,₹122,-0.04%,-4.37%,-6.69%,9.80%,22.77%,-8.25%,362.20%,798.46%,86533,240104,276965,535893,489576,-83.85%,-55.20%,-48.32%,-82.32%,-50.96%,-43.43%,9.46%,0.2,₹135,,-2,-2,
543531,Tierra Agrotech Ltd,2013,₹280 Cr,Micro Cap,Basic Materials,Agricultural Inputs,₹43,-1.55%,₹36,₹85,20.59%,-49.28%,₹42,₹43,₹49,-1.55%,6.79%,-4.98%,-1.71%,-12.47%,-43.94%,-71.62%,,1264,5423,5462,8277,8353,-84.73%,-34.49%,-34.01%,-84.87%,-35.09%,-34.61%,-0.91%,0.2,₹44,,-2,-2,
533193,Kirloskar Electric Company Ltd,1946,₹786 Cr,Small Cap,Industrials,Specialty Industrial Machinery,₹118,-1.90%,₹105,₹223,12.70%,-46.81%,₹130,₹135,₹148,-1.90%,-3.66%,-13.89%,-11.07%,-18.03%,-43.05%,160.62%,804.20%,16082,12619,12125,28025,26305,-42.62%,-54.97%,-56.74%,-38.86%,-52.03%,-53.91%,6.54%,0.6,₹121,212,1,1,
AURUM,Aurum Proptech Ltd,2013,"₹1,869 Cr",Small Cap,Real Estate,Real Estate Services,₹180,0.16%,₹144,₹265,24.31%,-32.21%,₹193,₹196,₹199,0.16%,-3.87%,-5.29%,-3.49%,-3.30%,-4.41%,53.10%,,20635,65083,208521,137566,91622,-85.00%,-52.69%,51.58%,-77.48%,-28.97%,127.59%,50.15%,0.2,₹179,,-5,-5,
KANORICHEM,Kanoria Chemicals and Industries Ltd,1960,₹375 Cr,Micro Cap,Basic Materials,Chemicals,₹86,-1.74%,₹73,₹177,17.59%,-51.47%,₹90,₹92,₹99,-1.74%,-4.43%,-6.79%,-6.32%,-13.03%,-26.76%,-33.60%,135.21%,7436,7058,11366,24986,45068,-70.24%,-71.75%,-54.51%,-83.50%,-84.34%,-74.78%,-44.56%,0.3,₹87,,-17,-17,
ITC,ITC Ltd,1910,"₹521,181 Cr",Mega Cap,Consumer Defensive,Tobacco,₹416,-0.18%,₹390,₹529,6.65%,-21.27%,₹415,₹417,₹432,-0.18%,0.56%,-0.79%,-3.83%,-0.53%,-15.08%,33.99%,111.86%,13635738,10511957,9992973,19039058,17042619,-28.38%,-44.79%,-47.51%,-19.99%,-38.32%,-41.36%,11.71%,0.7,₹417,15,28,28,
512531,State Trading Corporation of India Ltd,1956,₹709 Cr,Small Cap,Industrials,Conglomerates,₹119,-2.03%,₹103,₹218,15.05%,-45.70%,₹129,₹141,₹138,-2.03%,-3.78%,-15.69%,-8.71%,-6.36%,-41.83%,29.08%,133.73%,613,1082,1206,19412,13748,-96.84%,-94.42%,-93.79%,-95.54%,-92.13%,-91.23%,41.20%,0.0,₹121,20,6,6,
TEXRAIL,Texmaco Rail & Engineering Ltd,1998,"₹5,594 Cr",Mid Cap,Industrials,Railroads,₹140,0.75%,₹119,₹263,17.62%,-46.74%,₹151,₹162,₹168,0.75%,-1.03%,-12.34%,-9.70%,-5.28%,-45.33%,239.08%,482.04%,972584,1038435,1252335,3257597,2848241,-70.14%,-68.12%,-61.56%,-65.85%,-63.54%,-56.03%,14.37%,0.3,₹139,23,6,6,
533208,Emami Paper Mills Ltd,1981,₹552 Cr,Small Cap,Basic Materials,Paper & Paper Products,₹92,0.16%,₹78,₹140,17.56%,-34.50%,₹97,₹98,₹99,0.16%,-3.37%,-8.40%,-6.38%,-8.71%,-29.46%,-46.98%,25.62%,4651,3674,4099,5647,4863,-17.63%,-34.94%,-27.41%,-4.37%,-24.46%,-15.72%,16.11%,0.8,₹92,37,2,2,
504220,W S Industries (India) Ltd,1961,₹551 Cr,Small Cap,Industrials,Electrical Equipment & Parts,₹86,20.00%,₹64,₹170,35.88%,-49.21%,₹85,₹86,₹91,20.00%,9.65%,-8.10%,20.50%,-4.06%,-45.62%,492.25%,5101.81%,83102,25300,11508,13174,19076,530.83%,92.05%,-12.64%,335.64%,32.63%,-39.67%,-30.94%,6.3,₹72,,-3,-3,
JAYSREETEA,Jay Shree Tea and Industries Ltd,1945,₹315 Cr,Micro Cap,Consumer Defensive,Farm Products,₹109,-2.92%,₹86,₹167,27.32%,-34.53%,₹111,₹111,₹110,-2.92%,-1.76%,-1.91%,10.69%,6.67%,-12.41%,21.52%,84.43%,173437,85811,67432,131137,114042,32.26%,-34.56%,-48.58%,52.08%,-24.76%,-40.87%,14.99%,1.3,₹112,4,27,27,
537536,Denis Chem Lab Ltd,1980,₹127 Cr,Micro Cap,Healthcare,Drug Manufacturers - Specialty & Generic,₹91,0.88%,₹88,₹193,3.91%,-52.63%,₹98,₹100,₹122,0.88%,-1.22%,-7.93%,-9.39%,-33.09%,-48.20%,35.15%,94.74%,2197,4613,5415,8938,12708,-75.42%,-48.39%,-39.42%,-82.71%,-63.70%,-57.39%,-29.67%,0.2,₹91,16,6,6,
523371,Mawana Sugars Ltd,1961,₹350 Cr,Micro Cap,Consumer Defensive,Confectioners,₹90,1.42%,₹79,₹137,13.87%,-34.54%,₹94,₹99,₹96,1.42%,0.04%,-10.46%,-6.22%,0.27%,-16.79%,6.39%,199.10%,4913,5454,5983,9968,8938,-50.71%,-45.29%,-39.97%,-45.03%,-38.98%,-33.06%,11.52%,0.5,₹88,3,26,26,
ZUARI,Zuari Agro Chemicals Ltd,1967,"₹1,571 Cr",Small Cap,Basic Materials,Agricultural Inputs,₹375,1.57%,₹169,₹390,121.63%,-3.85%,₹277,₹239,₹218,1.57%,3.31%,85.97%,79.17%,87.29%,88.72%,123.02%,330.29%,1475490,2073204,3581243,1393570,863500,5.88%,48.77%,156.98%,70.87%,140.09%,314.74%,61.39%,1.1,₹369,6,61,61,
NELCAST,Nelcast Ltd,1982,"₹1,446 Cr",Small Cap,Industrials,Metal Fabrication,₹167,-2.43%,₹79,₹181,113.05%,-7.49%,₹161,₹148,₹118,-2.43%,-1.96%,21.82%,32.52%,52.14%,18.27%,127.69%,232.04%,195855,289177,1143547,572537,348688,-65.79%,-49.49%,99.73%,-43.83%,-17.07%,227.96%,64.20%,0.3,₹172,35,5,5,
516108,South India Paper Mills Ltd,1959,₹151 Cr,Micro Cap,Basic Materials,Paper & Paper Products,₹81,-1.74%,₹74,₹120,9.21%,-32.78%,₹83,₹85,₹92,-1.74%,-5.13%,-7.91%,-1.74%,-15.14%,-26.63%,-32.69%,24.57%,1279,5531,11223,15125,18592,-91.54%,-63.43%,-25.79%,-93.12%,-70.25%,-39.63%,-18.65%,0.1,₹82,,-3,-3,
AIROLAM,Airo Lam Ltd,2007,₹159 Cr,Micro Cap,Consumer Cyclical,"Furnishings, Fixtures & Appliances",₹106,-1.16%,₹84,₹164,27.19%,-35.24%,₹111,₹111,₹110,-1.16%,-1.08%,-8.97%,16.00%,-10.90%,-16.50%,52.81%,,7172,5819,6526,25617,17374,-72.00%,-77.28%,-74.52%,-58.72%,-66.51%,-62.44%,47.44%,0.3,₹107,59,2,2,
TIMETECHNO,Time Technoplast Ltd,1989,"₹10,003 Cr",Mid Cap,Consumer Cyclical,Packaging & Containers,₹445,-4.31%,₹307,₹514,45.06%,-13.40%,₹458,₹445,₹413,-4.31%,-0.09%,-0.70%,24.02%,20.37%,28.35%,340.35%,1058.20%,1132044,1086243,1066118,1146396,1129175,-1.25%,-5.25%,-7.00%,0.25%,-3.80%,-5.58%,1.53%,1.0,₹465,26,17,17,
AVROIND,Avro India Ltd,1996,₹207 Cr,Micro Cap,Consumer Cyclical,"Furnishings, Fixtures & Appliances",₹156,1.20%,₹114,₹231,36.93%,-32.28%,₹154,₹165,₹175,1.20%,-3.62%,-2.05%,-15.86%,-20.07%,24.84%,25.43%,,3452,9226,40335,32050,27760,-89.23%,-71.21%,25.85%,-87.56%,-66.77%,45.30%,15.45%,0.1,₹154,57,3,3,
532928,Transformers and Rectifiers (India) Ltd,1994,"₹7,730 Cr",Mid Cap,Industrials,Electrical Equipment & Parts,₹509,-3.14%,₹299,₹650,70.23%,-21.72%,₹513,₹504,₹544,-3.14%,0.19%,0.09%,2.19%,18.28%,49.54%,2833.72%,9959.29%,92800,230983,140270,106398,131275,-12.78%,117.09%,31.83%,-29.31%,75.95%,6.85%,-18.95%,0.9,₹526,139,5,5,
AEROFLEX,Aeroflex Industries Ltd,1993,"₹2,335 Cr",Small Cap,Industrials,Metal Fabrication,₹181,-1.48%,₹148,₹272,21.99%,-33.62%,₹198,₹192,₹193,-1.48%,-0.69%,-12.89%,8.18%,-13.74%,16.58%,,,584731,1144253,2421798,4472587,2837586,-86.93%,-74.42%,-45.85%,-79.39%,-59.68%,-14.65%,57.62%,0.1,₹183,49,4,4,
500460,Mukand Ltd,1937,"₹1,925 Cr",Small Cap,Basic Materials,Steel,₹133,-2.95%,₹85,₹177,57.61%,-24.78%,₹138,₹133,₹120,-2.95%,3.21%,-4.78%,13.05%,25.61%,-14.21%,17.53%,419.07%,15659,79765,49005,42171,33133,-62.87%,89.15%,16.21%,-52.74%,140.74%,47.90%,27.28%,0.4,₹137,24,6,6,
