ticker,company_name,year,market_cap,category,sector,industry,price,ret_1d,low_52w,high_52w,from_low_pct,from_high_pct,sma_20d,sma_50d,sma_200d,ret_3d,ret_7d,ret_30d,ret_3m,ret_6m,ret_1y,ret_3y,ret_5y,volume_1d,volume_7d,volume_30d,volume_90d,volume_180d,vol_ratio_1d_90d,vol_ratio_7d_90d,vol_ratio_30d_90d,vol_ratio_1d_180d,vol_ratio_7d_180d,vol_ratio_30d_180d,vol_ratio_90d_180d,rvol,prev_close,pe,eps_current,eps_last_qtr,eps_change_pct
543193,DJ Mediaprint & Logistics Ltd,2009,₹363 Cr,Micro Cap,Industrials,Professional & Commercial Services,₹110,0.00%,₹95,₹212,16.46%,-48.11%,₹117,₹112,₹131,0.00%,-1.70%,-1.08%,2.28%,-26.14%,5.69%,,1749.58%,1007,12733,5957,4032,3986,-75.02%,215.83%,47.76%,-74.74%,219.44%,49.45%,1.14%,0.2,₹110,53,2,2,
REPRO,Repro India Ltd,1993,₹737 Cr,Small Cap,Industrials,Professional & Commercial Services,₹515,-2.59%,₹382,₹678,34.83%,-24.13%,₹550,₹548,₹514,-2.59%,-1.59%,-6.84%,15.24%,3.13%,-18.15%,11.70%,33.83%,2305,7210,8685,26592,45115,-91.33%,-72.89%,-67.34%,-94.89%,-84.02%,-80.75%,-41.06%,0.1,₹528,,-1,-1,
SIS,SIS Ltd,1985,"₹5,432 Cr",Mid Cap,Industrials,Professional & Commercial Services,₹376,-0.67%,₹288,₹452,30.51%,-16.83%,₹378,₹372,₹352,-0.67%,-0.32%,1.09%,16.55%,10.86%,-13.49%,-15.51%,3.57%,30692,115086,71382,115146,119247,-73.35%,-0.05%,-38.01%,-74.26%,-3.49%,-40.14%,-3.44%,0.3,₹378,140,3,1,230.86%
GKWLIMITED,GKW Ltd,1931,₹994 Cr,Small Cap,Real Estate,Residential & Commercial REIT,"₹1,666",-2.40%,"₹1,371","₹4,150",21.48%,-59.87%,"₹1,788","₹1,880","₹2,097",-2.40%,-7.68%,-6.23%,-12.34%,-16.23%,-48.71%,191.96%,245.11%,7522,18861,4602,2800,1957,168.64%,573.58%,64.37%,284.32%,863.64%,135.15%,43.06%,2.7,"₹1,707",,-12,-31,-62.55%
DMART,Avenue Supermarts Ltd,2000,"₹276,946 Cr",Mega Cap,Consumer Defensive,Food & Drug Retailing,"₹4,263",1.57%,"₹3,340","₹5,485",27.63%,-22.28%,"₹4,101","₹4,151","₹3,910",1.57%,6.60%,0.63%,7.26%,8.75%,-13.18%,0.30%,99.35%,366011,1094517,713221,625461,607364,-41.48%,74.99%,14.03%,-39.74%,80.21%,17.43%,2.98%,0.6,"₹4,197",103,42,42,
519152,Vadilal Enterprises Ltd,1985,₹888 Cr,Small Cap,Consumer Defensive,Food & Drug Retailing,"₹10,299",0.00%,"₹3,800","₹14,621",171.03%,-29.56%,"₹10,291","₹10,652","₹9,438",0.00%,0.97%,-0.54%,-19.59%,28.10%,157.70%,465.60%,982.28%,175,29,76,95,150,83.43%,-69.60%,-20.29%,16.52%,-80.69%,-49.37%,-36.48%,1.8,"₹10,299",155,66,66,
UMAEXPORTS,UMA Exports Ltd,1988,₹150 Cr,Micro Cap,Consumer Defensive,Food & Tobacco,₹46,-0.32%,₹45,₹152,3.00%,-69.42%,₹50,₹56,₹84,-0.32%,-5.50%,-7.24%,-30.77%,-60.02%,-44.39%,-17.29%,,21293,22386,25356,142113,182727,-85.02%,-84.25%,-82.16%,-88.35%,-87.75%,-86.12%,-22.23%,0.1,₹47,45,1,1,
CLEDUCATE,CL Educate Ltd,1996,₹462 Cr,Micro Cap,Consumer Defensive,Personal & Household Products & Services,₹85,-3.32%,₹68,₹137,26.16%,-37.83%,₹93,₹92,₹97,-3.32%,-6.64%,-8.95%,4.21%,-32.76%,-0.16%,35.07%,781.57%,25950,29628,36603,56250,115800,-53.87%,-47.33%,-34.93%,-77.59%,-74.41%,-68.39%,-51.42%,0.5,₹88,,0,0,
517063,Jetking Infotrain Ltd,1983,₹192 Cr,Micro Cap,Technology,Software & IT Services,₹304,2.00%,₹57,₹304,432.57%,,₹249,₹198,₹122,2.00%,10.36%,51.22%,129.86%,330.55%,412.90%,618.06%,1069.62%,2904,3004,5388,6150,5928,-52.78%,-51.15%,-12.40%,-51.01%,-49.32%,-9.12%,3.75%,0.5,₹298,57,5,5,
GULFPETRO,GP Petroleums Ltd,1983,₹210 Cr,Micro Cap,Energy,Oil & Gas,₹41,-0.80%,₹36,₹93,15.02%,-56.25%,₹44,₹45,₹48,-0.80%,-2.69%,-8.64%,5.30%,-21.48%,-39.95%,-25.64%,-0.12%,53972,53359,84605,176831,183955,-69.48%,-69.82%,-52.16%,-70.66%,-70.99%,-54.01%,-3.87%,0.3,₹41,8,5,5,
526397,Alphageo (India) Ltd,1987,₹157 Cr,Micro Cap,Basic Materials,Metals & Mining,₹242,-2.25%,₹217,₹522,11.57%,-53.71%,₹277,₹274,₹313,-2.25%,-9.55%,-14.50%,6.64%,-39.03%,-44.79%,-14.69%,44.42%,290,1596,2178,1872,1831,-84.51%,-14.72%,16.35%,-84.16%,-12.80%,18.97%,2.25%,0.2,₹247,,-10,-10,
522014,United Drilling Tools Ltd,1985,₹424 Cr,Micro Cap,Energy,Oil & Gas Related Equipment and Services,₹209,-0.14%,₹185,₹295,13.14%,-29.18%,₹220,₹216,₹232,-0.14%,0.82%,-9.29%,6.47%,-20.65%,-10.92%,-45.92%,36.95%,1203,2044,2365,5847,3868,-79.43%,-65.04%,-59.55%,-68.90%,-47.15%,-38.85%,51.17%,0.2,₹209,28,7,7,
RIIL,Reliance Industrial Infrastructure Ltd,1988,"₹1,290 Cr",Small Cap,Industrials,Construction & Engineering,₹855,-0.99%,₹726,"₹1,395",17.63%,-38.74%,₹918,₹941,₹957,-0.99%,-3.75%,-9.21%,3.73%,-10.83%,-28.16%,-11.14%,107.59%,57021,86793,83269,175132,151920,-67.44%,-50.44%,-52.45%,-62.47%,-42.87%,-45.19%,15.28%,0.3,₹863,106,8,8,
RELIANCE,Reliance Industries Ltd,1973,"₹1,882,637 Cr",Mega Cap,Energy,Oil & Gas,"₹1,390",-1.52%,"₹1,115","₹1,551",24.68%,-10.38%,"₹1,445","₹1,452","₹1,325",-1.52%,-1.91%,-9.83%,-1.21%,8.15%,-4.54%,8.29%,29.52%,9315972,10045128,10822422,10517719,12013550,-11.43%,-4.49%,2.90%,-22.45%,-16.39%,-9.91%,-12.45%,0.9,"₹1,412",23,60,60,
532435,Sanmit Infra Ltd,2000,₹151 Cr,Micro Cap,Energy,Oil & Gas,₹10,-0.52%,₹8,₹16,26.75%,-40.04%,₹10,₹11,₹11,-0.52%,-5.34%,-12.12%,4.13%,-16.78%,-35.16%,-79.13%,-38.26%,16895,40104,38897,63847,65645,-73.54%,-37.19%,-39.08%,-74.26%,-38.91%,-40.75%,-2.74%,0.3,₹10,96,0,0,
526807,Seamec Ltd,1986,"₹2,028 Cr",Small Cap,Energy,Oil & Gas Related Equipment and Services,₹797,0.43%,₹767,"₹1,664",3.92%,-52.10%,₹832,₹856,₹992,0.43%,1.54%,-7.20%,-10.58%,-21.26%,-46.63%,-5.62%,93.06%,1300,942,1099,1626,1274,-20.05%,-42.07%,-32.40%,2.01%,-26.08%,-13.74%,27.60%,0.8,₹794,23,35,35,
530075,Selan Exploration Technology Ltd,1985,₹873 Cr,Small Cap,Energy,Oil & Gas,₹578,-1.04%,₹475,"₹1,100",21.85%,-47.41%,₹634,₹643,₹682,-1.04%,-3.07%,-12.40%,14.20%,-16.94%,-33.84%,221.57%,419.87%,4711,2116,7283,10420,8349,-54.79%,-79.69%,-30.10%,-43.57%,-74.65%,-12.76%,24.80%,0.5,₹584,12,48,48,
511034,Jindal Drilling and Industries Ltd,2004,"₹1,759 Cr",Small Cap,Energy,Oil & Gas Related Equipment and Services,₹606,-0.69%,₹561,₹991,8.02%,-38.80%,₹621,₹636,₹742,-0.69%,-1.91%,-0.33%,1.38%,-37.03%,-2.21%,184.98%,821.20%,5963,39280,15364,18031,27935,-66.93%,117.84%,-14.79%,-78.65%,40.61%,-45.00%,-35.45%,0.3,₹610,8,75,75,
543805,ResGen Ltd,2018,₹173 Cr,Micro Cap,Energy,Oil & Gas,₹82,0.06%,₹67,₹183,22.74%,-55.02%,₹81,₹81,₹94,0.06%,0.18%,14.13%,4.83%,-15.87%,-24.58%,,,36000,19500,78071,65381,55919,-44.94%,-70.17%,19.41%,-35.62%,-65.13%,39.62%,16.92%,0.6,₹82,26,3,3,
500003,Aegis Logistics Ltd,1956,"₹25,365 Cr",Large Cap,Energy,Oil & Gas Related Equipment and Services,₹723,-1.25%,₹611,"₹1,036",18.37%,-30.23%,₹740,₹768,₹785,-1.25%,-0.47%,-4.72%,-9.67%,-4.72%,-1.02%,150.75%,246.43%,8364,21913,21336,51038,67802,-83.61%,-57.07%,-58.20%,-87.66%,-67.68%,-68.53%,-24.72%,0.2,₹732,38,19,19,
530355,Asian Energy Services Ltd,1992,"₹1,557 Cr",Small Cap,Energy,Oil & Gas Related Equipment and Services,₹348,-2.10%,₹215,₹444,61.81%,-21.76%,₹305,₹303,₹312,-2.10%,5.32%,22.33%,22.69%,10.45%,15.15%,300.06%,256.38%,20253,84208,38498,21331,18186,-5.05%,294.76%,80.48%,11.36%,363.03%,111.69%,17.29%,0.9,₹355,10,11,11,
500186,Hindustan Oil Exploration Company Ltd,1996,"₹2,134 Cr",Small Cap,Energy,Oil & Gas,₹161,-1.10%,₹145,₹290,11.13%,-44.37%,₹168,₹170,₹184,-1.10%,-2.89%,-4.76%,-7.09%,-17.44%,-37.45%,-2.39%,98.03%,21855,20361,28774,56956,54960,-61.63%,-64.25%,-49.48%,-60.24%,-62.95%,-47.65%,3.63%,0.4,₹163,14,11,11,
508670,Neelamalai Agro Industries Ltd,1943,₹218 Cr,Micro Cap,Consumer Defensive,Food & Tobacco,"₹3,510",-2.50%,"₹3,116","₹5,390",12.64%,-34.88%,"₹3,651","₹3,696","₹3,829",-2.50%,-3.57%,-5.66%,-3.59%,-8.58%,-22.45%,-6.45%,,25,29,32,46,59,-45.69%,-37.00%,-29.51%,-57.75%,-50.99%,-45.16%,-22.20%,0.5,"₹3,600",9,373,373,
DODLA,Dodla Dairy Ltd,1995,"₹7,783 Cr",Mid Cap,Consumer Defensive,Food & Tobacco,"₹1,290",-0.32%,₹966,"₹1,525",33.62%,-15.40%,"₹1,359","₹1,354","₹1,198",-0.32%,0.40%,-8.72%,24.80%,12.81%,10.45%,153.11%,,64511,40571,128775,110634,78770,-41.69%,-63.33%,16.40%,-18.10%,-48.49%,63.48%,40.45%,0.6,"₹1,294",30,43,43,
KOTARISUG,Kothari Sugars and Chemicals Ltd,1960,₹262 Cr,Micro Cap,Consumer Defensive,Food & Tobacco,₹32,0.09%,₹31,₹60,1.38%,-47.14%,₹36,₹37,₹40,0.09%,-9.16%,-15.69%,-9.39%,-22.08%,-40.94%,-17.47%,140.68%,79237,75392,42060,57666,71770,37.41%,30.74%,-27.06%,10.40%,5.05%,-41.40%,-19.65%,1.4,₹32,25,1,1,
GAEL,Gujarat Ambuja Exports Ltd,1991,"₹4,873 Cr",Small Cap,Consumer Defensive,Food & Tobacco,₹106,-1.28%,₹99,₹152,7.63%,-30.06%,₹110,₹113,₹117,-1.28%,-0.16%,-4.55%,-3.27%,-7.09%,-17.11%,-28.96%,131.08%,774683,612235,451348,616949,880658,25.57%,-0.76%,-26.84%,-12.03%,-30.48%,-48.75%,-29.94%,1.3,₹108,20,5,5,
519105,Avt Natural Products Ltd,1986,"₹1,105 Cr",Small Cap,Consumer Defensive,Food & Tobacco,₹73,-2.63%,₹51,₹98,42.37%,-25.88%,₹71,₹68,₹69,-2.63%,0.55%,8.02%,17.09%,-5.70%,-19.65%,-20.16%,65.40%,10127,7826,21412,14510,15391,-30.20%,-46.07%,47.57%,-34.20%,-49.15%,39.12%,-5.73%,0.7,₹75,23,3,3,
TATACONSUM,Tata Consumer Products Ltd,1962,"₹104,835 Cr",Large Cap,Consumer Defensive,Food & Tobacco,"₹1,066",-0.66%,₹883,"₹1,234",20.68%,-13.68%,"₹1,078","₹1,094","₹1,030",-0.66%,0.37%,-3.30%,-4.53%,3.03%,-10.13%,35.10%,105.46%,861402,971052,1221263,1156824,1481412,-25.54%,-16.06%,5.57%,-41.85%,-34.45%,-17.56%,-21.91%,0.7,"₹1,073",80,13,13,
509966,VST Industries Ltd,1930,"₹4,790 Cr",Small Cap,Consumer Defensive,Food & Tobacco,₹284,0.59%,₹235,₹487,20.51%,-41.75%,₹286,₹288,₹301,0.59%,0.75%,-0.56%,0.91%,-12.49%,-24.13%,-9.56%,-10.64%,10653,17985,47415,41106,49467,-74.08%,-56.25%,15.35%,-78.46%,-63.64%,-4.15%,-16.90%,0.3,₹282,16,17,17,
APEX,Apex Frozen Foods Ltd,2012,₹712 Cr,Small Cap,Consumer Defensive,Food & Tobacco,₹228,-0.61%,₹187,₹292,22.21%,-21.92%,₹243,₹239,₹233,-0.61%,-6.56%,-6.41%,11.97%,-4.43%,-13.92%,-34.68%,-5.98%,22133,75382,67163,83018,89497,-73.34%,-9.20%,-19.10%,-75.27%,-15.77%,-24.95%,-7.24%,0.3,₹229,184,1,1,
533210,Kriti Nutrients Limited,1996,₹551 Cr,Small Cap,Consumer Defensive,Food & Tobacco,₹109,0.23%,₹85,₹167,28.25%,-34.69%,₹110,₹113,₹115,0.23%,-2.33%,-3.07%,8.46%,-9.81%,-14.98%,137.99%,236.94%,1271,1627,2313,4320,4626,-70.58%,-62.34%,-46.47%,-72.53%,-64.84%,-50.01%,-6.63%,0.3,₹109,15,7,7,
ASPINWALL,Aspinwall and Company Ltd,1920,₹219 Cr,Micro Cap,Consumer Defensive,Freight & Logistics Services,₹280,-4.65%,₹220,₹346,27.07%,-19.05%,₹292,₹290,₹284,-4.65%,-2.76%,-3.68%,7.88%,-11.74%,2.28%,23.05%,115.30%,13847,4781,4173,7729,10871,79.16%,-38.14%,-46.01%,27.38%,-56.02%,-61.61%,-28.90%,1.8,₹294,15,19,19,
538564,James Warren Tea Ltd,2009,₹128 Cr,Micro Cap,Consumer Defensive,Food & Tobacco,₹345,-0.39%,₹210,₹480,64.11%,-28.08%,₹341,₹337,₹338,-0.39%,0.63%,5.28%,12.49%,-4.15%,58.35%,61.81%,209.46%,2374,1319,1541,2135,2403,11.21%,-38.20%,-27.81%,-1.20%,-45.09%,-35.86%,-11.15%,1.1,₹346,1,274,274,
500041,Bannari Amman Sugars Ltd,1983,"₹4,702 Cr",Small Cap,Consumer Defensive,Food & Tobacco,"₹3,732",-1.40%,"₹3,022","₹4,675",23.50%,-20.16%,"₹3,770","₹3,903","₹3,741",-1.40%,-1.04%,-6.57%,-6.85%,0.77%,18.85%,50.55%,186.55%,125,35,32,81,78,54.76%,-56.36%,-59.97%,59.82%,-54.93%,-58.66%,3.27%,1.5,"₹3,785",45,83,83,
526723,NTC Industries Ltd,1991,₹251 Cr,Micro Cap,Consumer Defensive,Food & Tobacco,₹173,1.89%,₹167,₹295,3.84%,-41.37%,₹177,₹189,₹205,1.89%,0.67%,-10.07%,-8.93%,-19.39%,-21.39%,111.11%,510.95%,8702,2301,5209,4205,4890,106.94%,-45.28%,23.88%,77.97%,-52.94%,6.54%,-14.00%,2.1,₹170,20,9,9,
541974,Manorama Industries Ltd,2005,"₹8,484 Cr",Mid Cap,Consumer Defensive,Food & Tobacco,"₹1,411",-3.05%,₹650,"₹1,774",117.09%,-20.44%,"₹1,545","₹1,464","₹1,199",-3.05%,-8.64%,-4.45%,15.94%,34.34%,106.84%,479.75%,1215.87%,20960,31783,24933,15504,12719,35.19%,104.99%,60.82%,64.79%,149.88%,96.03%,21.90%,1.4,"₹1,456",59,24,18,30.41%
BALRAMCHIN,Balrampur Chini Mills Ltd,1975,"₹11,488 Cr",Mid Cap,Consumer Defensive,Food & Tobacco,₹569,-0.25%,₹419,₹692,35.78%,-17.75%,₹599,₹598,₹546,-0.25%,-3.58%,-5.61%,5.38%,21.23%,21.46%,61.42%,337.02%,125109,166696,295074,341296,462938,-63.34%,-51.16%,-13.54%,-72.97%,-63.99%,-36.26%,-26.28%,0.4,₹570,26,22,22,
519421,KSE Ltd,1963,₹736 Cr,Small Cap,Consumer Defensive,Food & Tobacco,"₹2,301",1.71%,"₹1,765","₹2,990",30.37%,-23.04%,"₹2,337","₹2,318","₹2,185",1.71%,-1.67%,-3.24%,25.34%,9.35%,-11.48%,18.91%,46.69%,1078,884,2026,3296,2197,-67.30%,-73.19%,-38.53%,-50.94%,-59.78%,-7.78%,50.01%,0.3,"₹2,262",8,285,285,
NATHBIOGEN,Nath Bio-Genes (I) Ltd,1993,₹334 Cr,Micro Cap,Consumer Defensive,Food & Tobacco,₹181,0.56%,₹138,₹239,31.23%,-24.38%,₹198,₹199,₹180,0.56%,-0.80%,-18.91%,11.93%,5.00%,-20.46%,1.23%,-54.77%,5822,7987,58732,50957,40390,-88.57%,-84.33%,15.26%,-85.59%,-80.22%,45.41%,26.16%,0.1,₹179,8,23,23,
PATANJALI,Patanjali Foods Ltd,1986,"₹66,437 Cr",Large Cap,Consumer Defensive,Food & Tobacco,"₹1,828",-1.77%,"₹1,570","₹2,011",16.44%,-9.09%,"₹1,830","₹1,737","₹1,797",-1.77%,-3.13%,10.05%,1.62%,1.49%,3.76%,60.59%,,301915,632502,1409485,1051220,989823,-71.28%,-39.83%,34.08%,-69.50%,-36.10%,42.40%,6.20%,0.3,"₹1,861",51,36,36,
523261,Venky's (India) Ltd,1976,"₹2,114 Cr",Small Cap,Consumer Defensive,Food & Tobacco,"₹1,500",0.00%,"₹1,490","₹2,555",0.64%,-41.29%,"₹1,558","₹1,594","₹1,681",0.00%,-1.06%,-6.51%,-10.95%,-15.98%,-17.86%,-29.96%,42.42%,308,1292,1567,1583,1871,-80.55%,-18.43%,-1.03%,-83.54%,-30.98%,-16.25%,-15.38%,0.2,"₹1,500",29,68,68,
536493,JK Agri Genetics Ltd,2000,₹213 Cr,Micro Cap,Consumer Defensive,Food & Tobacco,₹458,0.21%,₹312,₹649,46.92%,-29.37%,₹407,₹398,₹399,0.21%,17.40%,20.05%,28.76%,12.45%,-19.00%,-11.41%,-43.24%,6804,16956,3816,2035,1728,234.39%,733.31%,87.53%,293.84%,881.48%,120.88%,17.78%,3.3,₹457,,-5,-5,
531335,Zydus Wellness Ltd,1994,"₹12,660 Cr",Mid Cap,Consumer Defensive,Food & Tobacco,"₹1,987",-3.23%,"₹1,493","₹2,361",33.07%,-15.85%,"₹2,050","₹2,005","₹1,870",-3.23%,-1.33%,-0.24%,15.83%,11.51%,-10.33%,24.48%,17.30%,2132,5047,3626,4583,3058,-53.48%,10.13%,-20.89%,-30.29%,65.02%,18.55%,49.85%,0.5,"₹2,053",39,51,55,-6.03%
541304,Indo US Bio-Tech Ltd,2004,₹347 Cr,Micro Cap,Healthcare,Biotechnology & Medical Research,₹180,2.83%,₹138,₹386,30.56%,-53.46%,₹169,₹163,₹209,2.83%,6.02%,16.35%,26.74%,-20.08%,-21.55%,327.74%,807.78%,330,2444,7706,4249,2702,-92.23%,-42.48%,81.37%,-87.79%,-9.54%,185.23%,57.26%,0.1,₹175,22,8,8,
508136,B & A Ltd,1915,₹136 Cr,Micro Cap,Consumer Defensive,Food & Tobacco,₹440,0.79%,₹415,₹689,5.95%,-36.17%,₹462,₹464,₹520,0.79%,-3.36%,-9.34%,-18.57%,-26.72%,-22.89%,64.56%,178.73%,8,358,137,418,408,-98.09%,-14.36%,-67.26%,-98.04%,-12.18%,-66.42%,2.55%,0.0,₹436,17,27,27,
KRBL,KRBL Ltd,1993,"₹8,681 Cr",Mid Cap,Consumer Defensive,Food & Tobacco,₹378,-0.50%,₹241,₹419,56.68%,-9.75%,₹393,₹377,₹315,-0.50%,-4.88%,-3.53%,22.67%,33.57%,37.16%,45.22%,24.59%,245992,311052,617373,806306,640343,-69.49%,-61.42%,-23.43%,-61.58%,-51.42%,-3.59%,25.92%,0.3,₹380,18,21,21,
532729,Uttam Sugar Mills Limited,1993,₹972 Cr,Small Cap,Consumer Defensive,Food & Tobacco,₹255,-1.60%,₹170,₹396,49.72%,-35.69%,₹279,₹293,₹268,-1.60%,-7.03%,-13.15%,-6.02%,17.60%,-17.53%,-8.22%,232.59%,1238,5613,2137,5075,8069,-75.61%,10.59%,-57.89%,-84.66%,-30.44%,-73.51%,-37.10%,0.2,₹259,11,23,23,
507180,Kesar Enterprises Ltd,1933,₹98 Cr,Nano Cap,Consumer Defensive,Food & Tobacco,₹97,-4.01%,₹61,₹187,59.10%,-48.10%,₹97,₹85,₹99,-4.01%,-17.98%,20.89%,36.44%,-14.68%,-42.20%,13.91%,203.76%,4405,9329,31834,11051,8764,-60.14%,-15.58%,188.07%,-49.74%,6.44%,263.22%,26.09%,0.4,₹101,,-72,-72,
523475,Lotus Chocolate Company Ltd,1988,"₹1,573 Cr",Small Cap,Consumer Defensive,Food & Tobacco,"₹1,225",-0.76%,₹887,"₹2,609",38.05%,-53.04%,"₹1,288","₹1,304","₹1,193",-0.76%,3.29%,-11.81%,28.69%,13.47%,-11.68%,861.92%,8077.57%,1533,5291,9392,12030,10022,-87.26%,-56.02%,-21.93%,-84.70%,-47.21%,-6.29%,20.03%,0.1,"₹1,234",118,10,10,
519600,CCL Products (India) Ltd,1961,"₹12,146 Cr",Mid Cap,Consumer Defensive,Food & Tobacco,₹912,-1.61%,₹475,₹936,91.99%,-2.56%,₹872,₹858,₹717,-1.61%,6.39%,2.32%,25.31%,34.25%,44.00%,107.17%,279.11%,9323,29678,12482,36899,34095,-74.73%,-19.57%,-66.17%,-72.66%,-12.96%,-63.39%,8.22%,0.3,₹927,39,23,23,
519295,Bambino Agro Industries Ltd,1983,₹205 Cr,Micro Cap,Consumer Defensive,Food & Tobacco,₹258,-2.09%,₹255,₹468,1.02%,-44.89%,₹281,₹291,₹329,-2.09%,-5.73%,-12.35%,-20.10%,-25.75%,-28.24%,-6.95%,64.69%,2235,2467,2228,3084,2469,-27.53%,-20.01%,-27.78%,-9.49%,-0.09%,-9.79%,24.90%,0.7,₹263,22,12,12,
OSWALSEEDS,ShreeOswal Seeds and Chemicals Ltd,2017,₹112 Cr,Micro Cap,Consumer Defensive,Food & Tobacco,₹12,1.67%,₹12,₹41,4.81%,-70.10%,₹13,₹14,₹16,1.67%,-2.87%,-13.17%,-11.01%,-30.44%,-53.06%,-32.52%,82.63%,22538,23428,43017,39566,56622,-43.04%,-40.79%,8.72%,-60.20%,-58.62%,-24.03%,-30.12%,0.6,₹12,31,0,0,
GOKULAGRO,Gokul Agro Resources Ltd,2014,"₹4,419 Cr",Small Cap,Consumer Defensive,Food & Tobacco,₹301,-1.39%,₹193,₹377,55.83%,-20.19%,₹314,₹296,₹290,-1.39%,-2.73%,-2.45%,35.15%,-1.80%,39.65%,266.59%,1840.04%,81154,120477,262010,399796,289824,-79.70%,-69.87%,-34.46%,-72.00%,-58.43%,-9.60%,37.94%,0.2,₹305,18,17,17,
540757,Sheetal Cool Products Ltd,2013,₹289 Cr,Micro Cap,Consumer Defensive,Food & Tobacco,₹276,-8.18%,₹265,₹448,4.17%,-38.37%,₹302,₹314,₹318,-8.18%,-7.60%,-11.10%,-7.15%,-15.65%,-29.98%,-46.31%,153.61%,13644,2262,1788,1781,2198,666.05%,26.97%,0.38%,520.64%,2.87%,-18.67%,-18.98%,7.7,₹301,17,16,16,
524332,BCL Industries Ltd,1976,"₹1,310 Cr",Small Cap,Consumer Defensive,Food & Tobacco,₹44,-0.25%,₹33,₹69,34.24%,-35.64%,₹44,₹43,₹44,-0.25%,-2.32%,7.97%,21.34%,-5.46%,-20.60%,16.00%,895.51%,13466,46674,116046,100517,109159,-86.60%,-53.57%,15.45%,-87.66%,-57.24%,6.31%,-7.92%,0.1,₹44,23,3,3,
519471,Ambar Protein Industries Ltd,1992,₹170 Cr,Micro Cap,Consumer Defensive,Food & Tobacco,₹296,-1.99%,₹131,₹433,125.59%,-31.67%,₹362,₹299,₹224,-1.99%,-9.57%,-17.18%,54.80%,61.61%,113.69%,83.35%,,200,44,1207,1935,1455,-89.66%,-97.73%,-37.62%,-86.25%,-96.98%,-17.05%,32.99%,0.1,₹302,18,17,17,
MKPL,M K Proteins Ltd,2012,₹253 Cr,Micro Cap,Consumer Defensive,Food & Tobacco,₹7,-2.02%,₹5,₹12,25.93%,-42.08%,₹7,₹7,₹7,-2.16%,-2.16%,-8.85%,9.68%,-10.88%,-40.87%,219.25%,,65372,45993,92124,369102,348539,-82.29%,-87.54%,-75.04%,-81.24%,-86.80%,-73.57%,5.90%,0.2,₹7,31,0,0,
543267,Davangere Sugar Company Ltd,1970,₹314 Cr,Micro Cap,Consumer Defensive,Food & Tobacco,₹3,-1.47%,₹3,₹8,19.57%,-56.87%,₹3,₹4,₹5,-1.47%,-0.59%,-5.08%,-10.88%,-42.86%,-52.54%,18.31%,,198097,302162,382518,489865,531128,-59.56%,-38.32%,-21.91%,-62.70%,-43.11%,-27.98%,-7.77%,0.4,₹3,29,0,0,
507552,Foods And Inns Ltd,1967,₹775 Cr,Small Cap,Consumer Defensive,Food & Tobacco,₹108,3.34%,₹75,₹156,44.08%,-30.39%,₹111,₹107,₹104,,-0.23%,-4.96%,23.52%,0.05%,-24.42%,61.72%,104.82%,1077,6675,5240,32339,37552,-96.67%,-79.36%,-83.80%,-97.13%,-82.23%,-86.05%,-13.88%,0.0,₹105,18,6,6,
533168,Rossell India Ltd,1994,₹256 Cr,Micro Cap,Industrials,Aerospace & Defense,₹68,2.81%,₹53,₹184,27.91%,-63.12%,₹69,₹70,₹72,2.81%,2.45%,-7.44%,3.86%,-3.00%,-56.39%,12.87%,164.49%,14162,1824,6679,6669,10913,112.36%,-72.65%,0.15%,29.78%,-83.28%,-38.79%,-38.89%,2.1,₹66,13,5,5,
GROBTEA,Grob Tea Co Ltd,1895,₹128 Cr,Micro Cap,Consumer Defensive,Food & Tobacco,"₹1,100",1.83%,₹747,"₹1,515",47.26%,-27.40%,"₹1,118","₹1,115","₹1,049",1.83%,-1.70%,-2.24%,27.78%,4.39%,19.43%,34.31%,153.84%,57,69,64,1282,848,-95.55%,-94.63%,-94.97%,-93.28%,-91.89%,-92.41%,51.09%,0.0,"₹1,080",13,87,87,
PKTEA,Peria Karamalai Tea and Produc Cmpny Ltd,1913,₹188 Cr,Micro Cap,Consumer Defensive,Food & Tobacco,₹608,-0.86%,₹395,"₹1,014",53.90%,-40.03%,₹692,₹757,₹704,-0.86%,-2.26%,-21.97%,-8.88%,-12.56%,45.11%,129.09%,375.19%,457,401,561,3916,2458,-88.33%,-89.77%,-85.69%,-81.40%,-83.70%,-77.19%,59.33%,0.1,₹613,779,1,1,
531449,GRM Overseas Ltd,1995,"₹2,271 Cr",Small Cap,Consumer Defensive,Food & Tobacco,₹371,-0.89%,₹176,₹398,110.86%,-6.69%,₹379,₹354,₹273,-0.89%,-0.23%,-1.85%,26.97%,59.54%,91.53%,-4.37%,1744.85%,21881,22868,32471,32565,34308,-32.81%,-29.78%,-0.29%,-36.22%,-33.35%,-5.35%,-5.08%,0.7,₹374,42,9,9,
519091,Tasty Bite Eatables Ltd,1985,"₹2,774 Cr",Small Cap,Consumer Defensive,Food & Tobacco,"₹10,885",0.21%,"₹7,311","₹15,223",48.88%,-28.50%,"₹11,179","₹10,901","₹10,054",0.21%,-7.05%,-2.76%,20.74%,8.92%,11.05%,-6.55%,-9.29%,153,203,425,394,386,-61.20%,-48.65%,7.66%,-60.31%,-47.47%,10.12%,2.28%,0.4,"₹10,861",80,178,178,
